    CÓDIGO | DESCRIÇÃO                                                |  PREÇO U$         
     46315 | CAM. FOTO SONY DSC-TX100 3D/FULL CYBERSHOT PLATA         |     365.00
     65544 | CAM. FOTO SONY DSC-TX5 CYBERSHOT ROSADO                  |     310.00
     45510 | CAM. FOTO SONY DSC-W510 CYBERSHOT PLATA                  |     121.00
     53014 | CAM. FOTO SONY DSC-W530 CYBERSHOT NEGRO                  |     124.00
     14530 | CAM. FOTO SONY DSC-W530 CYBERSHOT PLATA                  |     122.00
     56083 | CAM. FOTO SONY DSC-W560 CYBERSHOT AZUL                   |     144.00
     56014 | CAM. FOTO SONY DSC-W560 CYBERSHOT NEGRO                  |     138.00
     56018 | CAM. FOTO SONY DSC-W560 CYBERSHOT PLATA                  |     138.00
     57016 | CAM. FOTO SONY DSC-W570 CYBERSHOT NEGRO                  |     175.00
     16570 | CAM. FOTO SONY DSC-W570 CYBERSHOT PLATA                  |     175.00
     92542 | CAM. IP EDIMAX IC-3010WG 54MBPS WIRELESS                 |      87.00
     96298 | CAM. IP LOG.961-000298 INDOOR SECURITY WIRELESS          |     305.00
     29961 | CAM. IP LOG.961-000299 OUTDOOR WIRELESS                  |     305.00
     96301 | CAM. IP LOG.961-000301 INDOOR SECURITY WIRELESS          |     217.00
     31878 | CAM. IP TP-LINK TL-SC3130 RJ45 + AUDIO                   |      85.00
     31717 | CAM. IP TP-LINK TL-SC3171G WIRELESS VISAO NOTURNA        |     133.00
     23430 | CAM. IP TP-LINK TL-SC3430 RJ45 HD 3G + AUDIO             |     115.00
     41711 | CAM. IP TP-LINK TL-SC4171G WIRELESS VISAO NOTURNA        |     215.00
     65203 | CAM. MALETA CL SLRC-203 NEGRO (G)                        |      50.00
     16306 | CAM. MALETA CL TBC-306 NEGRO (G)                         |      22.00
     72118 | CAM. MOX MO-C85 12MPS HDMI FULL HD                       |      96.00
     18255 | CAM. PROTETOR GO PRO AC PROVA D'AGUA 150'/45m            |      55.00
     18293 | CAM. PROTETOR GO PRO AC PROVA D'AGUA 180'/60m            |      55.00
     18286 | CAM. PROTETOR GO PRO AC PROVA D'AGUA 180'/60m+PULS       |      55.00
     54009 | CAM. WEB BAK BK-5400M 480KP ROJO                         |       8.00
     54820 | CAM. WEB BAK BK-5480M 2.0MPS BLANCO                      |       8.00
     15650 | CAM. WEB BAK BK-5650M 480KP NEGRO                        |       8.00
     56837 | CAM. WEB CANYON CNL-WCAM813C 1.3MP GRAFFITI              |      29.00
     13698 | CAM. WEB CANYON CNL-WCAM813D 1.3MP GRAFFITI              |      29.00
     41356 | CAM. WEB CANYON CNR-WCAM413G 1.3MP NEGRO/AZUL            |      26.00
     81321 | CAM. WEB CANYON CNR-WCAM813 1.3MP NARANJA                |      28.00
     58207 | CAM. WEB CANYON CNR-WCAM820 2.0MP AZUL                   |      33.00
      6341 | CAM. WEB CREATIVE LIVE MOTION                            |      59.00
      7536 | CAM. WEB D-LINK DSB-C110/C120                            |       8.00
     12972 | CAM. WEB DR.HANK VC-P084-CD1B 2.0MP NEGRO                |      10.00
     15585 | CAM. WEB DR.HANK VC-P155-CP1B 5.0MP NEGRO                |      16.00
     62170 | CAM. WEB DR.HANK VC-S170-CD1G 1.3MP PLATA/NEGRO          |      17.00
     50478 | CAM. WEB DR.HANK VC-V090-CD1J 5.0MP GRAFITE              |      16.00
      1372 | CAM. WEB ENCORE EXPRESS ENUCM-011 BLANCO                 |      12.00
     71152 | CAM. WEB KLIPX XCAM1300 KDC-380 NEGRO                    |      23.00
     30471 | CAM. WEB KLIPX XCAM2100 KDC-580 2MP NEGRO                |      27.00
     71168 | CAM. WEB KLIPX XCAM300 KDC-180R ROJO/NEGRO               |      18.00
     98313 | CAM. WEB KLIPX XCAMTRAVEL2 KBU-9901 ROSADO/LILA          |      28.00
     71258 | CAM. WEB KLIPX XCAMTRAVEL2 KBU-9903 ROJO/GRIS            |      28.00
     96012 | CAM. WEB LOG.960-000012 QUICKCAM DELUXE P/NOTE           |      56.00
      0451 | CAM. WEB LOG.960-000045 QUICKCAM PRO NOTEBOOKS           |      92.00
     96623 | CAM. WEB LOG.960-000623 C510 HD 720P                     |      61.00
     14091 | CAM. WEB NATIVA NSW-205 MIC + SENSOR LUMI                |       8.00
     20081 | CAM. WEB PIXXO AW-081V MAGIC EYE NEGRO                   |      14.00
     11627 | CAM. WEB PIXXO AW-116V MAGIC EYE NEGRO                   |      11.00
     25929 | CAM. WEB SATEL. WB-536 NEGRO                             |       7.00
     94756 | CAM. WEB SATEL. WB-537 NEGRO                             |       9.00
     47576 | CAM. WEB SATEL. WB-538 NEGRO                             |       7.50
      6345 | CAM. WEB SATEL. WB-C04 NEGRO                             |       7.50
     74710 | CAM. WEB SATEL. WB-C10 NEGRO                             |       8.00
      0612 | CAM. WEB SATEL. WB-C12 300K NEGRO                        |      11.00
     15215 | CAM. WEB SATEL. WB-C15 300K NEGRO                        |      22.00
     18098 | CAM. WEB SATEL. WB-C18 1.3MP NEGRO                       |      15.50
     45021 | CAM. WEB SATEL. WB-C21  PLATA                            |      14.00
      0580 | CARRE.  USB SEM CABO BIVOLT (B)                          |       1.00
     30678 | CARRE. GRIFFIN NA23094 IPAD/IPHONE/IPOD (G)              |      34.00
     45563 | CARRE. GRIFFIN P/IPHONE 2IN1 USB (B)                     |       7.00
     41756 | CARRE. MERKURY DUAL USB M-UDC110 P/CARRO NEGRO           |      10.00
     25871 | CARRE. TARGUS APA14US IPAD/IPHONE/IPOD                   |      18.00
     25747 | CARRE. TARGUS APD04US IPAD/IPHONE/IPOD                   |      15.00
     27307 | CARRE. UNIVERSAL DIGITAL NOK-3 USB (B)                   |       5.00
     31800 | CARRE. UNIVERSAL HYBRID 3IN1 MP7/MP4/GPS (B)             |       5.50
     12136 | CARRE. UNIVERSAL LI-ION IPOD/PSP USB                     |      23.00
     69117 | CARRE. UNIVERSAL TARGUS APA6911US 2IN1 B.BERRY/NB        |      68.00
     80635 | CARRE. UNIVERSAL TARGUS APD80US 2IN1 B.BERRY/NB          |      60.00
     31167 | CARRE. UNIVERSAL UNT-116A 10IN1 USB (B)                  |       7.50
     85504 | CARRE. UNIVERSAL USB BK-8550D                            |       5.00
     33691 | CARRE. UNIVERSAL WALK/CAM/MOBILE/MP3/GAMEBOY             |      72.00
     45806 | CARRE. UNIVERSAL X-TECH XT-A06 BATERIAS                  |       5.00
     82220 | CART. EPSON T082220-AL  CYAN 515 P P/R27                 |      19.00
     32082 | CART. EPSON T082320-AL  MAGENTA 515                      |      19.00
      8728 | CART. HP 8728A COLOR 3320/3420/3425 (B)                  |      23.00
      8902 | CART. HP 8767 (96) NEGRO P/5740/6520                     |      32.00
      0399 | CART. HP 9352 (22) COLOR / 3910/3930/3940 (B)            |      19.00
     56112 | CART. HP CH561HL NEGRO (B)                               |      19.00
     13993 | CCD 80MM DYNAPOS USB NEGRO                               |      31.00
     26310 | CCD 80MM KAIOMY HBS-310 PS2 GRIS                         |      27.00
     31026 | CCD 80MM KAIOMY HBS-310 USB GRIS                         |      27.00
     33101 | CCD BR-310 POS SCANNER BEMATECH USB NEGRO                |      35.00
     91157 | CCD CABO HONEYWELL 1900/1200G/1300G USB                  |      29.00
     36857 | CCD CABO HONEYWELL 1900/1200G/1300G VGA                  |      25.00
     36251 | CCD HONEYWELL/METRO MK-7820 PS2 NEGRO                    |     280.00
     26315 | CCD HONEYWELL/METRO MK-9520 USB NEGRO                    |     140.00
     25149 | CCD HONEYWELL/METRO MK-9535 BLUET PS2 NEGRO              |     355.00
     96038 | CCD HONEYWELL/METRO MK-9590 USB NEGRO                    |     135.00
     12445 | CCD HONEYWELL/METRO MS-1200G S/CABO NEGRO                |     130.00
     18782 | CCD HONEYWELL/METRO MS-7820 USB NEGRO                    |     280.00
      0322 | CCD HONEYWELL/METRO MS-9520 PS2/AT BLANCO                |     140.00
      0729 | CCD HONEYWELL/METRO MS-9520 PS2/AT NEGRO                 |     140.00
     20995 | CCD HONEYWELL/METRO MS-9520 USB BLANCO                   |     140.00
     95405 | CCD HONEYWELL/METRO MS-9540 USB NEGRO                    |     138.00
     95909 | CCD HONEYWELL/METRO MS-9590 PS2 TECLADO NEGRO            |     124.00
     41816 | CCTV  FECHADURA ELETRICA SAMSUNG SHS-DS16                |     270.00
     10218 | CCTV  TELEFONE SEGURANÇA SECUPHONE AMARILLO              |      35.00
     82324 | CCTV  TELEFONE SEGURANÇA SECUPHONE GRIS                  |      35.00
     21682 | CCTV  TELEFONE SEGURANÇA SECUPHONE ROJO                  |      35.00
     21031 | CCTV  TELEFONE SEGURANÇA SECUPHONE VERDE                 |      35.00
     64803 | CCTV CAM. CASH-HIRS-S480                                 |      47.00
     36867 | CCTV CAM. CASH-MCSL-LC36 LPF                             |      51.00
     33658 | CCTV CAM. CASH-MICO-S336                                 |      28.00
     43307 | CCTV CAM. CASH-MIHO-S330                                 |      39.00
     55203 | CCTV CAM. CASH-SLOW-520L                                 |      58.00
     64539 | CCTV CAM. SDSH-IOML-6XRC                                 |     180.00
     44311 | CCTV CAM. VOYAGER BULLET NT VR-BC4001                    |      37.00
     15628 | CCTV CAM. VOYAGER NTSC VR-10S 15M/IR NEGRO               |      45.00
     20335 | CCTV CAM. VOYAGER NTSC VR-2036 (SHARP)                   |      40.00
     12241 | CCTV CAM. VOYAGER NTSC VR-24 SHARP                       |      44.00
     20241 | CCTV CAM. VOYAGER NTSC VR-24S 24M/IR                     |      48.00
     30014 | CCTV CAM. VOYAGER NTSC VR-300                            |      27.00
     30822 | CCTV CAM. VOYAGER NTSC VR-30S 3.6mm                      |      40.00
     14324 | CCTV CAM. VOYAGER NTSC VR-324 SHARP                      |      29.00
     13360 | CCTV CAM. VOYAGER NTSC VR-326S (SONY) 1/4                |      27.00
     15612 | CCTV CAM. VOYAGER NTSC VR-329 NEGRO                      |      38.00
     33256 | CCTV CAM. VOYAGER NTSC VR-32S3 INFRA PLATA               |      54.00
     13674 | CCTV CAM. VOYAGER NTSC VR-420/802 4CAM S/F               |     122.00
     11426 | CCTV CAM. VOYAGER NTSC VR-426 MINI CCD NEGRO             |      30.00
     59821 | CCTV CAM. VOYAGER NTSC VR-500 KIT 4CAM S/F DVR           |     240.00
     30912 | CCTV CAM. VOYAGER NTSC VR-60S/3  NEGRO                   |      84.00
     23199 | CCTV CAM. VOYAGER NTSC VR-80 INFRA LILA                  |      88.00
     13802 | CCTV CAM. VOYAGER NTSC VR-802 S/F                        |      25.00
     30806 | CCTV CAM. VOYAGER NTSC VR-806S INFRA NEGRO               |      40.00
     11808 | CCTV CAM. VOYAGER VR-08 INFRA VERM. PLATA                |      33.00
     83806 | CCTV CAM. ZOGIS NTSC  ZCC1BL-613 (SONY)                  |     104.00
     91124 | CCTV DET. FUMAÇA/CALOR 9/12/24V 16                       |      15.50
     85246 | CCTV DVR DVSHH264EC04 4CH STAND ALONE                    |     160.00
     18657 | CCTV DVR DVSHH264EC16 16CH STAND ALONE                   |     420.00
     28456 | CCTV DVR H-264  4CH STAND ALONE VR-3704HS                |     155.00
     37089 | CCTV DVR H-264  8CH STAND ALONE VR-3708HS                |     260.00
     82016 | CCTV DVR H-264 16CH STAND ALONE VR-2016                  |     430.00
     91210 | CCTV FONTE BIVOLT 1.25 AMP  WEI-1210                     |       5.50
     25661 | CCTV ORANGE VIDEO PORTEIRO LCD COL. OR-VDP10SD           |     120.00
     84011 | CCTV ORANGE VIDEO PORTEIRO LCD COL. OR-VDP11SD           |     120.00
     29012 | CCTV ORANGE VIDEO PORTEIRO LCD COLOR OR-VDP002           |     100.00
     14448 | CCTV PL PCI GEOVISION GV-1480 480F                       |     395.00
     16090 | CCTV PL PCI GEOVISION GV-250V2 16 CANAIS C/CABO          |      28.00
     12506 | CCTV PL PCI GEOVISION GV-250V2 4 CANAIS S/CABO           |      26.00
     48215 | CCTV PL PCI GEOVISION GV800 8.3                          |      64.00
     40126 | CCTV PL PCI GEOVISION GV800 8.4 4.23 W7                  |     104.00
     24190 | CCTV PL PCI GEOVISION GV900 240FPS                       |     190.00
     31048 | CCTV PL USB SURVEILLANCE VR-3104 USB-DVR                 |      39.00
     27023 | CCTV VIDEO PORTEIRO LOREX LCD 2 CAM W.COL. LW2702        |     410.00
     56785 | CD-  BD-R DIGIKLONE 25GB PRINTABLE (G)                   |       6.00
     25885 | CD-  DVD+R DL RIDATA 8.5GB TUBO 2.4X C/25 (G)            |      33.00
      0721 | CD-  DVD+R MAXELL 4.7GB TUBO 50 (G)                      |      22.00
     84852 | CD-  DVD-R DIGIKLONE LOGO 4.7GB TUBO 100 (G)             |      28.50
     88451 | CD-  DVD-R DIGIKLONE TUBO DE 50 4.7GB LOGO (G)           |      15.00
     17678 | CD-  DVD-R DR.HANK 4.7GB TUBO 100 8X LOGO (G)            |      30.00
       153 | CD-  DVD-R DR.HANK 4.7GB TUBO 50 8X (G)                  |      19.00
     47507 | CD-  DVD-R MAXELL 4.7GB TUBO 50 (G)                      |      21.00
     30144 | CD-  DVD-R PHILIPS TUBO DE 10 1.4GB MINI (G)             |      18.00
     25471 | CD-  DVD-R PHILIPS TUBO DE 25 4.7GB (G)                  |      13.00
     76890 | CD-  DVD-R PHILIPS TUBO DE 50 4.7GB LOGO (G)             |      21.00
      0675 | CD-  DVD-R SAMSUNG 1.46GB MINI FILM TUBO 50 (G)          |      84.00
     50689 | CORTADOR PAPEL BEST C506P 110V/60HZ (G)                  |      36.00
     25068 | CORTADOR PAPEL BEST C506P 220V/50HZ (G)                  |      36.00
     25531 | CPU AMD AM3 ATHLON II X2 255 3.1 2MB                     |      66.00
     26032 | CPU AMD AM3 ATHLON II X2 260 3.2 2MB                     |      70.00
     30265 | CPU AMD AM3 ATHLON II X2 265 3.3 2MB                     |      78.00
     35455 | CPU AMD AM3 ATHLON II X3 455 3.3 1.5MB                   |      84.00
     64030 | CPU AMD AM3 ATHLON II X4 640 3.0 2MB                     |     100.00
     64531 | CPU AMD AM3 ATHLON II X4 645 3.1 2MB                     |     112.00
     56033 | CPU AMD AM3 PHENOM II X2 560 3.3 7MB BLACK EDITI         |     100.00
     56534 | CPU AMD AM3 PHENOM II X2 565 3.4 7MB BLACK EDITI         |     112.00
     85332 | CPU AMD AM3 PHENOM II X4 850 3.3 2MB                     |     119.00
     34965 | CPU AMD AM3 PHENOM II X4 965 3.4 8MB                     |     147.00
     97565 | CPU AMD AM3 PHENOM II X4 975 3.6 8MB                     |     192.00
     62833 | CPU AMD AM3 PHENOM II X6 1055T 2.8/3.3GHZ 9MB            |     170.00
     10909 | CPU AMD AM3 PHENOM II X6 1090T 3.2GHZ 9MB                |     185.00
     14587 | CPU AMD AM3 SEMPRON 145 2.8 1MB                          |      38.50
      6913 | CPU INTEL 604 XEON 3.06 533M 1MB BOX  PASIVO             |     102.00
      6790 | CPU INTEL 604 XEON 3.2  533M 1MB BOX                     |     117.00
     75293 | CPU INTEL 775 C2D E7500 2.93 3M 1066M                    |     124.00
     76003 | CPU INTEL 775 C2D E7600 3.06 3M 1066M                    |     137.00
     18400 | CPU INTEL 775 C2D E8400 3.0   6M 1333M                   |     175.00
     84266 | CPU INTEL 775 C2Q Q8400 2.66 4M 1333M                    |     171.00
     69650 | CPU INTEL 775 C2Q Q9650 3.0 12M 1333M                    |     360.00
      0431 | CPU INTEL 775 CEL. 430 1.80 512K 800M BOX                |      43.00
     34257 | CPU INTEL 775 CEL. DC E3400 2.6  1M 800M                 |      46.00
     77557 | CPU INTEL 775 DC E5700 3.0 2M 800M                       |      69.50
     58032 | CPU INTEL 775 DC E5800 3.2 2M 800M                       |      72.00
     65002 | CPU INTEL 775 DC E6500 2.93 2M 1066M                     |      85.00
     67322 | CPU INTEL 775 DC E6700 3.2 2M 1066M                      |      86.00
     23007 | CPU INTEL-1155 i5-2300 2.80 2.5GT/S 6M GPU               |     196.00
     23310 | CPU INTEL-1155 i5-2400 3.10 2.5GT/S 6M GPU               |     205.00
     25336 | CPU INTEL-1155 i5-2500 3.30 2.5GT/S 6M GPU               |     220.00
     53307 | CPU INTEL-1155 i5-2500K 3.30 2.5GT/S 6M GPU              |     237.00
     26340 | CPU INTEL-1155 i7-2600 3.40 2.5GT/S 8M GPU               |     313.00
     62062 | CPU INTEL-1155 PENTIUM G620 2.60 5GT/S 3M                |      81.00
     84043 | CPU INTEL-1155 PENTIUM G840 2.80 5GT/S 3M                |      95.00
     85057 | CPU INTEL-1155 PENTIUM G850 2.90 5GT/S 3M                |     106.00
     63540 | CPU INTEL-1156 i3-540 HT3.06 2.5GT/S 4M GPU              |     112.00
     35508 | CPU INTEL-1156 i3-550 HT 3.20 2.5GT/S 4M GPU             |     130.00
     11563 | CPU INTEL-1156 i3-560 HT 3.33 2.5GT/S 4M GPU             |     159.00
     56655 | CPU INTEL-1156 i5-655K HT 3.20 2.5GT/S S/COOLER          |     248.00
     13435 | CPU INTEL-1156 i5-760 HT 2.80 2.5GT/S 8M                 |     218.00
     87007 | CPU INTEL-1156 i7-870 HT 2.93 2.5GT/S 8M                 |     313.00
     69503 | CPU INTEL-1156 PENTIUM G6950 2.80 2.5GT/S 3M             |     105.00
     37950 | CPU INTEL-1366 i7-950 HT 3.06 4.8GT/S 8M                 |     283.00
     32960 | CPU INTEL-1366 i7-960 HT 3.2   4.8GT/S 8M                |     300.00
     39017 | CPU NB INTEL CELERON M 390 1.7 400M P/ NOTEBOOK          |      52.00
     25741 | DATA SWITCH  4P. 4X1 PS2 MICROFINS                       |      46.00
     26510 | DATA SWITCH  4P. MICROFINS 2502/04A 250MHZ               |      44.00
